project_id,project_title,geography,short_summary,closing_date,total_project_cost_1,status,team_leader,region,environmental_and_social_risk,esco_id,occupation_esco,esco_description,industry_cat_code,industry_cat_label,industry_division_code,industry_division_label,onet_job_zone,onet_job_zone_label,onet_job_zone_est,pad_job_titles,pad_activities,pad_skills,pad_quotes
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,d8e502b4-1be6-4d10-a224-151688f8f0c8,land surveyor,"Land surveyors determine, by means of specialised equipment, the distances and positions of points at the surface of sites for construction purposes. They use measurements of the specific aspects of construction sites, such as electricity, distance measurements, and metal structure volumes to create architectural drawings and develop construction projects.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71.0,71 Architectural and engineering activities; technical testing and analysis,3.0,3: Medium Preparation Needed,minimum,"""surveyor""","""Conduct detailed line surveys as part of installation services for medium-voltage and low-voltage distribution network works.""","""line route surveying"", ""topographic mapping"", ""use of surveying instruments"", ""data recording"", ""electrical network layout""","ANNEX 5: Somalia (P181341): ""Supporting activities include supply of equipment and materials for the medium-voltage (MV) and low-voltage (LV) distribution network; metering equipment and service connections; and installation services, including detailed line surveys."""
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,de74eb4e-c95e-425a-9b3a-7be805ec0321,energy consultant,Energy consultants advise clients on the advantages and disadvantages of different energy sources. They help clients to understand energy tariffs and try to reduce their energy consumption and carbon footprint by using energy efficient products and methods.,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71.0,71 Architectural and engineering activities; technical testing and analysis,3.0,3: Medium Preparation Needed,minimum,"""power sector reform specialist""","""Develop reform roadmaps to align medium- and long-term power sector sustainability with the universal electricity access objective, addressing shortcomings in power system planning, private-sector mobilization, and utility performance.""","""power system planning"", ""utility performance assessment"", ""regulatory framework design"", ""reform roadmap development"", ""stakeholder consultation""","I. STRATEGIC CONTEXT: ""This includes developing reform roadmaps aligning the medium- and long-term sustainability of the power sector with the universal electricity access objective by addressing shortcomings in power system planning, private-sector mobilization, and financial and operational performance of the sector."""
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,de99886e-59e3-432d-ba53-9652dbe378d6,programme funding manager,Programme funding managers take the lead in developing and realizing the funding strategy of the programmes of an organisation.,T,T OTHER SERVICE ACTIVITIES,94.0,94 Activities of membership organisations,4.0,4: Considerable Preparation Needed,unique,"""resultsbased financing implementation specialist"", ""resultsbased financing manager""","""Provide implementation support for the regional results-based financing facility and manage performance-based catalytic grants."", ""Design and manage results-based financing and catalytic grant programs for distributed renewable energy and clean cooking.""","""results-based financing design"", ""performance monitoring"", ""grant disbursement processes"", ""stakeholder coordination"", ""verification protocol management"", ""grant design and management"", ""performance monitoring frameworks"", ""results verification"", ""fund disbursement management""","ANNEX 7: TDB Regional Financing Facility (P181328): ""This component will finance technical assistance, capacity building and institutional strengthening, acquisition of geospatial/digital tools, and development and piloting (via lending or grants) of financial innovations (Table 2). This will include (i) technical assistance to the TDB and TDF to gain better understanding and ability to carry out due diligence on DRE and clean cooking subprojects, including for E&S aspects, climate resilience, and building a pipeline of viable subprojects;(ii) acquisition of tools supporting due diligence and monitoring processes, including digital planning, management, and monitoring, reporting and verification (MRV) platforms; (iii) contracting of RBF implementation support and independent verification; (iv) supporting strengthening of the TDB's internal capacity on gender and a gender action plan; (v) technical assistance for DRE and clean cooking companies, including on E&S aspects and climate-resilient designs; (vi) technical assistance and capacity building for PFIs, including on E&S aspects; and (vii) development and piloting of innovative financing instruments that can be scaled up under Components 1 and 2 and/or through future ASCENT phases, including affordable hedging/swaps for local currency lending, de-risking/guarantees for small companies and underserved/FCV markets, and promising aggregation structures, and (viii) institutional strengthening for TDB and TDF."", III. PROJECT DESCRIPTION: ""The key building blocks that would be implemented by countries and regional financing facilities include (i) results-based financing (RBF), catalytic grants, and other forms of performance-based financing for DRE and clean cooking; (ii) DRE tenders, including the IFC-led initiative, Scaling Mini Grids, and other top-down approaches; (iii) debt and equity facilities, guarantees, and other de-risking instruments; and (iv) further innovations aimed at mobilizing capital for DRE and clean cooking, including DRE electrification and clean coking provision for health facilities, schools, and other public institutions."""
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,e4112a88-973f-4c7a-97f5-2241e6b6833f,employment and vocational integration consultant,"Employment and vocational integration consultants offer assistance to unemployed individuals in finding jobs or vocational training opportunities, according to their educational or professional background and experience. They advise them on how to market their skills in the job-hunting process. Employment and vocational integration consultants help job-seekers write CVs and cover letters, prepare for a job interview and indicate where to search for new job or training opportunities.",O,O ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78.0,78 Employment activities,4.0,4: Considerable Preparation Needed,unique,"""skills development specialist""","""Design and deliver targeted skills development programs, incubators, and internships with emphasis on women and youth.""","""curriculum development"", ""vocational training delivery"", ""gender-responsive training"", ""partnership building with academia""","III. PROJECT DESCRIPTION: ""Pillar 1: Regional and National Platforms to Accelerate Energy Access will finance technical assistance, tools, and capacity building for (i) digitization, including adoption of digital platforms and geospatial planning tools; (ii) energy-access strategies  and  planning,  enabling  policies,  and  regulations;  (iii)  financing  of  mobilization  and  coordination,  including carbon/climate  finance  mobilization;  (iv)  data  collection,  market  intelligence,  and  impact  evaluations  and  knowledge exchange; (v) development and deployment of aggregation structures; (vi) analysis and approaches for streamlining value chains  and  identification  of  opportunities  for  local  manufacturing  and  assembly;  (vii)  identification,  facilitation,  and support for cross-border electrification; (viii) cross-sector collaboration; (ix) advisory support for strengthening resilience and adaptation benefits for beneficiaries through improved design and implementation of grid- and off-grid electrification projects, including improved planning using geospatial tools and enhanced technical specifications; (x) skills development (including science, technology, engineering, and mathematics [STEM]), especially for women and youth with a view to increasing employment opportunities; (xi) productive use development, inclusion, consumer outreach, and awareness raising; and (xii) other technical assistance and capacity building for government agencies, national utilities, and DRE and clean cooking companies."""
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,eda0d957-3c3c-4139-b89a-a18bc9e18897,accountant,"Accountants review and analyse financial statements, budgets, financial reports, and business plans in order to check for irregularities resulting from error or fraud, and provide their clients with financial advice in matters such as financial forecasting and risk analysis. They may audit financial data, resolve insolvency cases, prepare tax returns and provide other tax-related advice in reference to current legislation.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69.0,69 Legal and accounting activities,3.0,3: Medium Preparation Needed,minimum,"""accountant"", ""project accountant""","""Provide project accounting services within the fiduciary agency, maintaining accounts and supporting financial reporting and disbursement processes for the project."", ""AFAP shall recruit an additional accountant to support project financial management and reporting.""","""bookkeeping"", ""financial reporting"", ""accounting software use"", ""reconciliations"", ""disbursement documentation"", ""accounting"", ""financial reporting"", ""automated accounting software"", ""disbursement support"", ""record keeping""","ANNEX 4: Sao Tome and Principe (P177099): ""A full-time Procurement Officer, a part-time Senior Procurement Specialist, a Financial Management Officer, and a Project Accountant are already in service in AFAP."", ANNEX 4: Sao Tome and Principe (P177099): ""Financing Agreement Section I.C.1(c): Not later than two months after the Effective Date, AFAP shall recruit an additional accountant."""
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,f1b89616-5dfe-40d4-8b02-58a6982b1a01,substation engineer,"Substation engineers design medium and high voltage substations used for the transmission, distribution, and generation of electrical energy. They develop methods for the efficient operation of the energy process, and ensure compliance to safety and environmental standards.",F,F CONSTRUCTION,42.0,42 Civil engineering,4.0,4: Considerable Preparation Needed,unique,"""electrical engineer""","""Design, supervise, and implement upgrading and rehabilitation works for substations and transmission and distribution lines to improve grid stability and reliability.""","""substation design and rehabilitation"", ""transmission line engineering"", ""power system analysis"", ""protection and control systems"", ""construction supervision""","ANNEX 3: Rwanda (P180575): ""Investments will  include  upgrading  and  rehabilitation of  sub-stations,  limited  construction  of  highvoltage lines necessary for improving grid stability and reliability, and refurbishment and rehabilitation of selected medium-voltage (MV) and low-voltage (LV) networks."""
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,f2b15a0e-e65a-438a-affb-29b9d50b77d1,software developer,"Software developers implement or program all kinds of software systems based on specifications and designs by using programming languages, tools, and platforms.",K,"K TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",62.0,"62 Computer programming, consultancy and related activities",4.0,4: Considerable Preparation Needed,minimum,"""software developer""","""Develop and implement the regional digital monitoring, reporting, and verification platform and related dashboards and digital tools.""","""web application development"", ""database design"", ""api integration"", ""user interface design""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""The activities under this component will entail (i) implementing a regional D-MRV platform; (ii) establishing a mechanism for carbon credits transaction; (iii) facilitating adoption and operationalization of D-MRV platforms at the country level; (iv) developing dashboards for tracking progress under ASCENT, data visualization, and information dissemination;  and  (v)  supporting  countries  in  other  digitization  needs,  including  adoption  of  specialized  digital platforms  for  planning  and  development  of  mini  grids  and  other  distributed  renewables  and  clean  cooking technologies."""
P181341,Eastern and Southern Africa - Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project,Somalia,"ASCENT finances regional and national platforms to scale grid densification, household connections, utility strengthening, distributed renewables, and clean cooking via RBF, grants, and finance facilities to increase access to sustainable, clean energy.","November 30, 2028",US$ 0.00 million,Active,"Tigran Parvanyan , Paul Baringanire", Eastern and Southern Africa,Substantial,fddb7bd8-f176-4dc8-9d12-32b6072452c9,electric meter technician,Electric meter technicians install and maintain electric meter systems in facilities or buildings. They install the equipment in accordance with regulations and repair faults and other problems. They test the equipment and advise on the use and care.,F,F CONSTRUCTION,43.0,43 Specialised construction activities,2.0,2: Some Preparation Needed,minimum,"""metering technician""","""Install and commission metering equipment and service connections for medium- and low-voltage distribution networks."", ""Install and commission customer connection meters and associated metering equipment for new rural electricity customers.""","""meter installation"", ""meter testing and calibration"", ""service connection wiring"", ""customer metering setup"", ""meter data reading"", ""meter installation and commissioning"", ""meter testing and verification"", ""customer connection procedures"", ""meter configuration and calibration""","ANNEX 5: Somalia (P181341): ""Supporting activities include supply of equipment and materials for the medium-voltage (MV) and low-voltage (LV) distribution network; metering equipment and service connections; and installation services, including detailed line surveys."", ANNEX 6: Tanzania (P179631): ""Specifically, this program supports densification and last-mile connections under the ongoing REA Phase 3-Round 2, which targets last-mile grid connections and densification including, but not limited to, rounds 2B and 2C and the Hamlet Electrification Plan (HEP) including, but not limited to, phases 1 and 2: (i) installing medium-voltage (MV) (33 kV and 11 kV) lines and low-voltage (LV) lines; (ii) installing MV/LV distribution transformers; and (iii) procuring materials for connection and metering of new customers in rural areas."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,0561328b-875b-4ae2-9ba1-9af9049aef01,procurement category specialist,"Procurement category specialists are experts in specific markets and contract types and provide advanced knowledge of a particular category of supplies, services or works. They help internal or external clients to increase value for money and end users' satisfaction through their advanced knowledge of the suppliers and their offering.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70.0,70 Activities of head offices and management consultancy,2.0,2: Some Preparation Needed,minimum,"""procurement specialist""","""Prepare, clear, track, and update procurement plans and conduct procurement transactions in accordance with applicable procurement regulations and the project's procurement plan.""","""procurement planning"", ""tender evaluation"", ""contract management"", ""compliance with procurement regulations"", ""procurement reporting""","IV. PROJECT APPRAISAL SUMMARY: ""The World Bank's Systematic Tracking of Exchanges in Procurement STEP will be used to prepare, clear, track, and update procurement plans and conduct all procurement transactions for all implementing agencies of the project."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,102e75c8-3b47-4964-9b47-30a980aed25c,ICT disaster recovery analyst,"ICT disaster recovery analysts develop, maintain, and implement ICT continuity and disaster recovery strategies and solutions. They support the technical teams, assess the risks, design and develop procedures, documentation and strategies for disaster recovery in order for business functions to continue and recover with a minimal loss of data. They also coordinate the system backups tests and validations.",K,"K TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",63.0,"63 Computing infrastructure, data processing, hosting and other information service activities",4.0,4: Considerable Preparation Needed,unique,"""outage management system specialist""","""Support incorporation and configuration of the outage or incident recording management system for utility operations.""","""outage management configuration"", ""incident recording"", ""system integration"", ""operations support""","VII. RESULTS FRAMEWORK AND MONITORING: ""Description                                                                                    | This indicator verifys the incorporation of the Incident Recording Management System"""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,13d1b2b4-99dd-44da-9734-c9f74bae18f7,customer service representative,Customer service representatives handle complaints and are responsible for maintaining overall goodwill between an organisation and its customers. They manage data regarding customer satisfaction and report it.,O,O ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82.0,"82 Office administrative, office support and other business support activities",2.0,2: Some Preparation Needed,unique,"""customer service officer""","""Support management of complaints and customer-facing processes as part of updated operational procedures for distribution operations.""","""complaint handling"", ""customer communication"", ""case tracking"", ""service restoration coordination"", ""data reporting""","II. PROJECT DESCRIPTION: ""This component will support EDM to: (i) update operational procedures (reengineering of processes and activities for distribution operations), including management of network operations, field crew dispatching activities, and management of complaints, together with the tracking of selected Key Performance Indicators (KPIs); (ii) fully implement the Outage Management System (OMS), including its full integration to EDM SCADA; (iii) upgrade two Distribution Control Rooms (DRCs), including their operation supported by SCADA/OMS; and (iv) continue mapping of customers and networks on the Geographic Information System (GIS) platform."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,186ef31e-f26f-4320-a307-c5f95d6cb284,consultant social worker,"Consultant social workers deliver high quality social work services by contributing to the development and improvement of social work and social care practice. They contribute to policy development, deliver trainings and focus on research in the field of social work practices.",R,R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88.0,88 Social work activities without accommodation,4.0,4: Considerable Preparation Needed,llm,"""gender consultant""","""Provide embedded support to implement the Ministry's Gender Strategy and associated gender action plan activities.""","""gender analysis"", ""strategy implementation"", ""training design"", ""gender mainstreaming"", ""monitoring and reporting""","IV. PROJECT APPRAISAL SUMMARY: ""MIREME will have the support of an embedded consultant to implement its Gender Strategy through the Green Energy Corridors MPA."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4,social service consultant,"Social service consultants aid in the development of policy and procedure for social service programs. They research social service programs and identify areas for improvement, as well as aid in the development of new programs. They fulfil advisory functions for social service organisations.",P,P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84.0,84 Public administration and defence; compulsory social security,4.0,4: Considerable Preparation Needed,llm,"""resettlement specialist""","""Prepare, disclose, and implement site-specific resettlement action plans and livelihood restoration plans prior to carrying out works in affected areas.""","""resettlement planning"", ""livelihood restoration design"", ""social impact assessment"", ""consultation facilitation"", ""plan disclosure""","IV. PROJECT APPRAISAL SUMMARY: ""Before starting the bidding process for the relevant works, Simplified ESIAs or ESMPs, including OHS and Waste Management Plans, will be prepared. Site-specific RAPs and Livelihood Restoration Plans (LRPs) will be prepared, disclosed and implemented before carrying out works in the affected areas."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,1ad59946-d13e-441e-9b36-56e1df055e21,financial auditor,"Financial auditors collect and examine financial data for clients, organisations and companies. They ensure the financial data is properly maintained and free of material misstatements due to error or fraud, that it adds up, and functions legally and effectively. They review lending and credit policies or numbers in databases and documents, evaluate, consult and assist the source of the transaction if necessary. They use their review of the client's financial governance as assurance to give testimony to the shareholders, stakeholders and board of directors of the organisation or company that all is up to par.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69.0,69 Legal and accounting activities,4.0,4: Considerable Preparation Needed,minimum,"""external auditor"", ""independent verification agent"", ""internal auditor""","""Conduct external financial audits and compliance reviews for project management and reporting."", ""Strengthen internal audit units and ensure internal audit reports are prepared and submitted twice a year in line with national financial management procedures."", ""Verify and certify achievement of project results and eligible expenditures through compilation of evidence and formal verification.""","""financial auditing"", ""compliance assessment"", ""donor reporting standards"", ""financial statement analysis"", ""risk assessment"", ""internal audit procedures"", ""audit report writing"", ""internal control assessment"", ""compliance testing"", ""risk assessment"", ""results verification"", ""evidence compilation"", ""financial compliance assessment"", ""audit reporting""","II. PROJECT DESCRIPTION: ""This subcomponent will finance capacity building, technical assistance, and implementation support for EDM, including for project management expenses such as external audit, procurement, and implementation oversight."", VI. KEY RISKS: ""The key risks identified can be summarized into three major risks: staffing and capacity deficiencies , especially new staff at MIREME who continues to require additional support in preparing and presenting financial information; delayed audit reports and internal control weaknesses, with MIREME, EDM, and FUNAE submitting FY23 audit reports for the ongoing ProEnergia Plus project more than three months past their respective due dates, and a need to strengthen internal audit units and ensure that internal audit reports are submitted twice a year, with internal controls  based  on  national  procedures  defined  in  the Financial Management Manual  ( Manual  de  Administração Financeira ) and the POM; and financial reporting and accounting challenges, where the three implementing agencies need to ensure the preparation of accurate, reliable, and timely financial reports, customize accounting packages to maintain separate records and ledger accounts for the project, and continuously monitor and strengthen financial management systems to ensure the efficient and economical use of project funds for their intended purposes."", VII. RESULTS FRAMEWORK AND MONITORING: ""The IVA will do verification, certify the achievement of results and eligible expenditures"""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,1c85eee2-a8ca-4750-a889-10a3e6c17b80,EU funds manager,"EU funds managers administer EU funds and financial resources in public administrations. They are involved in the definition of investment priorities and are responsible for drafting the Operational Programs, liaising with national authorities for determining the programs ’objectives and priority axes. EU funds managers supervise projects financed through EU funds, monitoring their implementation and the results achieved and are involved in certification and auditing activities. They might also be responsible for managing the relations with the European institutions for issues related to state aids and the grant management.",L,L FINANCIAL AND INSURANCE ACTIVITIES,66.0,66 Activities auxiliary to financial services and insurance activities,4.0,4: Considerable Preparation Needed,llm,"""facility manager""","""Manage funds and oversee operations of the +ENERGIA Facility.""","""fund management"", ""operations oversight"", ""financial reporting"", ""results-based monitoring""","III. IMPLEMENTATION ARRANGEMENTS: ""This includes the continued engagement of an external facility manager to manage the funds and oversee operations of the +ENERGIA Facility."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,1f958638-066f-470c-9549-a9070ba280a6,component engineer,"Component engineers design and envision the engineering development of different small parts composing a bigger project, machine, or process. They ensure that parts are not conflicting from an engineering perspective.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71.0,71 Architectural and engineering activities; technical testing and analysis,4.0,4: Considerable Preparation Needed,llm,"""technical specialist""","""Serve as technical focal points appointed to the Project Implementation Unit to coordinate implementation of activities under subcomponent 1b and Component 3.""","""sector technical expertise"", ""activity coordination"", ""technical reporting"", ""stakeholder coordination""","III. IMPLEMENTATION ARRANGEMENTS: ""There will be a dedicated coordinator for EDM-managed Components 1 and 3, and subcomponent 4b, and dedicated technical focal points will be appointed to the PIU to coordinate the implementation of activities under subcomponent 1b, and Component 3."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,2a914d26-42aa-46b5-acf3-097d51ba4617,construction engineer,Construction engineers interpret building designs and add technical specifications to construction projects. They integrate engineering principles into the designs to ensure that structures are safe and resistant. They work together with architects and engineers to transform design ideas into executable plans.,F,F CONSTRUCTION,42.0,42 Civil engineering,4.0,4: Considerable Preparation Needed,unique,"""owners engineer""","""Provide supervision support for the design, procurement of materials, and construction works to electrify households, businesses, and public facilities.""","""construction supervision"", ""electrical distribution design"", ""contract management"", ""quality assurance"", ""health and safety compliance""","II. PROJECT DESCRIPTION: ""This subcomponent will finance the design, procurement of materials, construction works, and supervision support (owner's engineer) needed to electrify households, businesses, and public facilities in the project's target areas in all provinces."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,2bef94db-0088-4507-982a-2ca717529adb,enterprise architect,"Enterprise architects balance technological opportunities with business requirements. They also maintain a holistic view of the organisation's strategy, processes, information and ICT assets and link the business mission, strategy and processes to the ICT strategy.",K,"K TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",62.0,"62 Computer programming, consultancy and related activities",3.0,3: Medium Preparation Needed,unique,"""information technology systems specialist""","""Incorporate and implement an enterprise resource planning system, a workforce management system, and an enterprise asset management system for the utility.""","""enterprise resource planning implementation"", ""enterprise asset management"", ""workforce management systems"", ""systems integration"", ""change management""","I. STRATEGIC CONTEXT: ""The recently closed World Bank-financed Power Efficiency and Reliability Improvement Project (PERIP, P158249) supported EDM to implement its Management Information Systems and Loss Reduction Plan, and to start mapping the network infrastructure. Ongoing activities under ProEnergia Plus include the incorporation of a new Enterprise Resource Planning System, a Workforce Management System, and an Enterprise Asset Management System."""
P507759,Mozambique - Accelerating Sustainable and Clean Energy Access Transformation in Mozambique Project ,Mozambique,"ASCENT Mozambique finances on-grid expansion, scales +ENERGIA for solar home systems, mini-grids and clean cooking, and strengthens utility performance to increase sustainable clean energy access.","December 31, 2030",US$ 0.00 million,Active,"Jenny Jing Chao , Maria Arango", Eastern and Southern Africa,Substantial,2c9939ef-ebab-4111-8f27-605ae8782791,contract manager,Contract managers oversee the respect of awarded contracts to ensure that services are delivered as foreseen and that each step of the delivery is properly documented. They act as the main point of contact for suppliers on contractual matters and report back to their leadership. They implement financial and operational controls and ensure compliance with all reporting requirements.,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70.0,70 Activities of head offices and management consultancy,4.0,4: Considerable Preparation Needed,llm,"""contract manager""","""Strengthen Project Implementation Unit capacity in contract management for project works and services.""","""contract administration"", ""claims and variations management"", ""contract negotiation"", ""compliance monitoring""","III. IMPLEMENTATION ARRANGEMENTS: ""The PIU has been continuously reinforced with additional staff (including two phases of the Young Professional Program) and is currently hiring additional 21 staff members (14 young professionals, two interns, and five senior specialists) that will strengthen capacity in procurement, financial management, environmental and social risk management, contract management, and monitoring and evaluation."""
